ra,dec,g_flux,r_flux,i_flux,g_flux_err,r_flux_err,i_flux_err,g_mag,r_mag,i_mag,g_mag_err,r_mag_err,i_mag_err,g_minus_r,r_minus_i,new_g,new_r,new_i
15.9046507,-70.9683244,256.32800000000003,199.48416666666665,146.67305,163.356,158.7223,125.673,10.4126,10.6848,11.0187,0.0115,0.0144,0.0155,-0.2721999999999998,-0.3339000000000016,12.838009877620674,13.110228922902749,13.444124192411245
15.932861,-70.963774,840.2236666666666,530.394,569.8556666666666,175.6004,165.0946,137.7906,9.1236,9.6231,9.5452,0.0038,0.0056,0.0044,-0.4995000000000011,0.0779000000000014,11.54901272452071,12.048503493661443,11.970587821817736
15.6986459,-70.9616736,128.48181666666667,105.85663333333332,76.54173333333333,158.2136,144.0758,104.7527,11.1625,11.3728,11.7249,0.0223,0.0246,0.0248,-0.2103000000000001,-0.3521000000000001,13.587895828304617,13.798204806090627,14.15025426785463
15.590739,-70.9593165,186.5668333333333,67.24253333333334,160.5002166666667,164.4441,100.3541,140.6758,10.7575,11.8655,10.9209,0.016,0.027,0.0159,-1.1080000000000003,0.9446000000000012,13.182913899605836,14.290889832669377,13.346310942461258
16.1663653,-70.9617473,429.306,367.1495000000001,255.80633333333333,169.3974,158.1391,129.8922,9.8527,10.0225,10.4148,0.0071,0.0078,0.0092,-0.1698000000000004,-0.3922999999999987,12.278082604397245,12.44789264724173,12.840221768313572
16.3142337,-70.9634008,117.21808333333334,88.70468333333334,77.35056666666667,139.8279,128.9609,113.7515,11.2621,11.5648,11.7135,0.0216,0.0263,0.0266,-0.3026999999999997,-0.1486999999999998,13.687513460426487,13.990133625388847,14.13884125082928
15.7130932,-70.956091,579.3973333333332,394.0388333333333,384.912,170.2566,157.0643,129.9735,9.5272,9.9458,9.9712,0.0053,0.0072,0.0061,-0.4185999999999996,-0.0253999999999994,11.95255876990211,12.371152438638426,12.396596372870533
15.378918,-70.9546863,104.37658333333334,68.81911666666666,53.2356,144.054,100.5074,85.53022,11.3881,11.8403,12.1191,0.025,0.0264,0.0291,-0.4521999999999995,-0.2788000000000004,13.813492308645962,14.26572726525308,14.544494616966329
16.0421347,-70.9561692,224.20466666666667,194.44333333333333,129.93421666666666,170.3518,168.419,130.9459,10.558,10.7126,11.1503,0.0138,0.0157,0.0182,-0.1546000000000003,-0.4376999999999995,12.983388380261514,13.138017356107186,13.575691168646681
16.1531352,-70.9542587,265.9961666666667,353.98116666666664,127.55473333333332,150.3321,152.8911,120.2568,10.3724,10.0622,11.1704,0.0102,0.0078,0.0171,0.3102,-1.1082,12.797811555109455,12.487549609273973,13.595758552113992
15.2797055,-70.9453608,219.44683333333333,151.26021666666665,142.49826666666667,162.859,160.267,126.8452,10.5813,10.9853,11.0501,0.0134,0.0192,0.0161,-0.4039999999999999,-0.0647999999999999,13.006676704349662,13.410688204629125,13.475476045834823
16.0973952,-70.9512148,245.033,179.999,151.62983333333335,159.3368,153.0924,127.5101,10.4616,10.7964,10.9827,0.0118,0.0154,0.0152,-0.3347999999999995,-0.1862999999999992,12.88693855691732,13.221824769126293,13.408038355972282
16.2582578,-70.9460839,5490.903333333334,3532.8233333333333,3867.018333333333,182.571,164.4404,139.6198,7.0855,7.5643,7.4662,0.0006,0.0008,0.0007,-0.4788000000000005,0.0981000000000005,9.510890504808446,9.989695199702476,9.891559422386106
15.5458917,-70.9448986,231.60266666666664,87.95625,178.27883333333332,161.6601,132.843,129.7293,10.5228,11.574,10.8069,0.0126,0.0273,0.0132,-1.0511999999999997,0.7670999999999992,12.948141111153049,13.99933323747276,13.232250541559916
15.7440802,-70.9451396,239.0035,148.22095,164.04158333333334,170.9219,158.2364,134.5298,10.4886,11.0073,10.8972,0.0129,0.0193,0.0148,-0.5187000000000008,0.1101000000000009,12.913989347843495,13.432726018787088,13.322615118858675
15.8924875,-70.9465512,182.46266666666668,59.6859,163.35105,156.669,96.44166,128.0066,10.7817,11.9949,10.9018,0.0155,0.0292,0.0142,-1.2131999999999987,1.0930999999999995,13.207064955679964,14.42032063262221,13.32719517397319
16.1314864,-70.9394834,15800.186666666666,13641.701666666666,9705.796666666669,197.9923,178.5383,149.4924,5.938,6.0974,6.467,0.0002,0.0002,0.0003,-0.1594000000000006,-0.3695999999999992,8.363344455426535,8.522828630953159,8.89242202813952
16.0192679,-70.9456789,182.401,52.96146666666667,153.4755166666667,153.8497,90.51114,123.8939,10.7821,12.1247,10.9695,0.0153,0.0309,0.0146,-1.342600000000001,1.155200000000001,13.2074319625342,14.550099991114042,13.39490223979334
16.3375098,-70.9445263,475.2196666666667,310.1803333333333,308.7095,169.9707,157.8467,126.4278,9.7424,10.2056,10.2107,0.0065,0.0092,0.0074,-0.4632000000000005,-0.0050999999999987,12.167763986628216,12.630964354116927,12.636125014130076
15.9285078,-70.9437089,104.29766666666666,97.88806666666666,55.32265,138.5467,137.1772,85.15862,11.3889,11.4578,12.0774,0.024,0.0254,0.0279,-0.068900000000001,-0.6196000000000002,13.814313518605923,13.883175622297657,14.502742562512541
15.765463,-70.9393142,326.03583333333336,226.23416666666665,220.4335,172.6207,157.7491,136.4801,10.1515,10.5482,10.5764,0.0096,0.0126,0.0112,-0.3966999999999991,-0.0282,12.576836664218863,12.973604514504867,13.00180600912903
15.8164077,-70.9399383,204.7595,287.8293333333333,89.81028333333333,172.4328,170.0568,120.6079,10.6565,10.2868,11.5513,0.0152,0.0107,0.0243,0.3696999999999999,-1.2645,13.081889849048693,12.71216237054653,13.97668483374285
15.7650001,-70.9354899,2268.54,1275.6515,1738.6583333333333,182.7485,161.0339,134.3725,8.0453,8.6703,8.3341,0.0015,0.0023,0.0014,-0.625,0.3361999999999998,10.470633896597597,11.095669889858495,10.759464383875649
15.3340181,-70.9340153,370.261,204.6265,254.287,175.9693,159.6895,138.7082,10.0134,10.6572,10.4213,0.0086,0.0141,0.0099,-0.6437999999999988,0.2358999999999991,12.438730075647289,13.08259531000883,12.846689604599845
15.6711138,-70.9362147,593.2113333333333,406.8781666666666,398.3715,183.0145,171.4995,137.0213,9.5016,9.911,9.9339,0.0056,0.0076,0.0062,-0.4093999999999997,-0.0228999999999999,11.926976400864405,12.336339035077964,12.35927934778118
15.9132056,-70.9398216,193.472,135.47786666666667,116.89285,165.7208,150.7611,126.7618,10.7181,11.1049,11.2652,0.0155,0.0201,0.0196,-0.3868000000000009,-0.1602999999999994,13.143454697095738,13.530329126728345,13.690530131430556
15.5948054,-70.9329045,519.1933333333333,225.53366666666668,432.421,176.5212,158.9162,136.4027,9.6463,10.5516,9.8449,0.0062,0.0128,0.0057,-0.9053000000000004,0.7066999999999997,12.071677231751567,12.976971548476076,12.270233058058029
15.831162,-70.9343109,269.30216666666666,240.45583333333332,156.00798333333333,160.4521,157.5537,129.7293,10.359,10.482,10.9518,0.0108,0.0119,0.0151,-0.1229999999999993,-0.4698000000000011,12.784400381161234,12.907411706760854,13.377132942753242
16.2823982,-70.9367057,221.05316666666667,92.90331666666664,198.24283333333327,151.4066,135.71,138.7844,10.5734,11.5145,10.6916,0.0124,0.0264,0.0127,-0.9411000000000004,0.8229000000000006,12.99875814821953,13.939921953328062,13.117006259711207
16.2120273,-70.9361238,180.33616666666663,163.09746666666666,108.31518333333334,150.0082,152.0832,123.8939,10.7944,10.9035,11.3479,0.0151,0.0169,0.0207,-0.1090999999999997,-0.4443999999999999,13.219792915464819,13.328881961611941,13.773276652164892
15.7816769,-70.930663,699.3936666666667,548.5615,459.2228333333333,163.8515,155.4877,129.1576,9.3228,9.5866,9.7796,0.0042,0.0051,0.0051,-0.2637999999999998,-0.1929999999999996,11.748195761866235,12.011936689988977,12.204941315548854
15.7427683,-70.9309548,397.78816666666665,344.6143333333333,236.98433333333327,169.0142,159.4965,130.8652,9.9355,10.0913,10.4978,0.0077,0.0084,0.01,-0.155800000000001,-0.4064999999999994,12.36087035084072,12.51666665791848,12.923200908938636
16.075927,-70.9295766,987.1761666666666,528.189,694.9678333333334,169.0142,157.0643,132.6304,8.9486,9.6276,9.3297,0.0031,0.0054,0.0035,-0.6789999999999985,0.2978999999999985,11.374013345822918,12.053026618997697,11.75508824078776
15.7474925,-70.9244509,3637.823333333333,2411.2233333333334,2580.295,176.0614,159.1099,134.2938,7.5325,7.979,7.9054,0.0009,0.0012,0.0009,-0.4465000000000003,0.0735999999999998,9.957895989419297,10.404406405887228,10.330826597932807
15.8464997,-70.9268635,428.5966666666666,287.45300000000003,285.9483333333334,164.0493,148.6007,123.0377,9.8545,10.2882,10.2939,0.0069,0.0094,0.0078,-0.4337,-0.0057000000000009,12.2798780273203,12.713582886212201,12.71928107605211
16.0557422,-70.9267182,1284.1911666666667,1134.242,790.3343333333333,168.5339,161.7019,133.3459,8.663,8.7979,9.1901,0.0024,0.0026,0.0031,-0.1349,-0.392199999999999,11.088425804280233,11.223235688008309,11.615472878084578
15.3610341,-70.9231142,214.437,91.71026666666668,160.00696666666667,166.6962,139.625,129.8108,10.6064,11.5286,10.9243,0.0141,0.0276,0.0147,-0.9222,0.6043000000000003,13.031750693093597,13.953955109377294,13.349652769625454
15.9610863,-70.9264402,783.7116666666666,709.6664999999999,463.567,169.6843,159.1099,133.1872,9.1992,9.307,9.7693,0.0039,0.0041,0.0052,-0.107800000000001,-0.462299999999999,11.624609220226928,11.732364238190744,12.194718719454492
15.8760604,-70.9230344,2239.773333333333,1403.049166666667,1644.8515,180.1575,168.9667,141.8731,8.0591,8.5669,8.3943,0.0015,0.0022,0.0016,-0.5077999999999996,0.1726000000000009,10.484489825887248,10.992317774606768,10.81968326197762
16.1684974,-70.9267846,658.5849999999999,527.0943333333333,401.43216666666666,234.5029,228.681,189.0834,9.3881,9.6299,9.9256,0.0064,0.0079,0.0085,-0.2417999999999995,-0.2957000000000001,11.813470412618639,12.055279131893325,12.350969576344546
15.828676,-70.9228762,417.8326666666666,357.002,247.639,189.1994,179.913,140.9011,9.8821,10.0529,10.4501,0.0082,0.0091,0.0103,-0.1707999999999998,-0.3972000000000015,12.30749402339236,12.478323377180786,12.875452395989605
15.7538145,-70.921577,456.2345,304.842,302.7135,184.4264,164.7211,135.157,9.7867,10.2244,10.232,0.0073,0.0098,0.0081,-0.4376999999999995,-0.0076,12.212029692249995,12.64981299431832,12.65742052636006
15.970181,-70.9215365,783.2211666666666,662.2413333333334,483.686,164.9363,159.6895,133.8997,9.1999,9.3821,9.7232,0.0038,0.0044,0.005,-0.1821999999999999,-0.3411000000000008,11.625288960435952,11.807459291373123,12.148591207054697
16.0263032,-70.9226228,434.5885,155.98826666666668,511.2576666666666,171.3009,156.3765,136.7896,9.8394,10.9519,9.663,0.0071,0.0181,0.0048,-1.1125000000000007,1.2889,12.26480442520798,13.377270169395329,12.088400415964863
15.6269863,-70.9186816,452.813,315.51733333333334,316.00033333333334,169.9707,154.5938,133.5835,9.7948,10.1871,10.1854,0.0068,0.0089,0.0077,-0.3922999999999987,0.0016999999999995,12.220202783241934,12.612441943155464,12.610781148163237
16.0331255,-70.9205206,299.13283333333334,201.1988333333333,182.4785,163.8515,153.895,128.8298,10.245,10.6756,10.7816,0.0099,0.0138,0.0128,-0.4306000000000001,-0.1059999999999998,12.67033978861114,13.100936354745599,13.206970744202483
15.6956364,-70.9181563,130.32915,96.87395,82.09396666666666,150.1162,141.5962,114.9533,11.147,11.4691,11.6488,0.0208,0.0265,0.0253,-0.3220999999999989,-0.1797000000000004,13.572396092946452,13.894482479257368,14.074221898299346
15.7485221,-70.918542,136.64526666666669,104.07813333333334,88.18091666666666,145.5097,138.9617,117.4101,11.0956,11.3912,11.5712,0.0193,0.0242,0.0241,-0.2956000000000003,-0.1799999999999997,13.52101351871262,13.816601263884785,13.996563477167133
15.304199,-70.913451,98.72998333333334,84.05905,54.2471,139.3634,129.3186,86.7574,11.4485,11.6232,12.0987,0.0255,0.0278,0.0289,-0.1747000000000014,-0.4754999999999985,13.873877340748663,14.048538806290683,14.524058684604643
15.9483751,-70.9176595,264.2766666666667,185.7045,166.49265,158.9293,151.1691,119.6399,10.3795,10.7626,10.8811,0.0109,0.0147,0.013,-0.3831000000000006,-0.1184999999999991,12.804852949011904,13.187943930722039,13.306512335347598
15.6593638,-70.9143743,392.0601666666667,316.04366666666664,245.3613333333333,162.3605,156.3765,125.5046,9.9512,10.1853,10.4601,0.0075,0.009,0.0093,-0.2340999999999997,-0.2748000000000008,12.376618199500966,12.610632270651715,12.885484692481029
15.6074664,-70.9149793,97.77493333333334,65.50558333333333,57.77848333333333,135.2305,111.269,92.30688,11.4591,11.8939,12.0302,0.025,0.0307,0.0289,-0.4348000000000009,-0.1363000000000003,13.884431178735547,14.319304203932159,14.455584656082843
15.7700255,-70.913789,419.666,167.5615,349.7265,209.142,169.6942,158.2854,9.8774,10.8742,10.0753,0.009,0.0183,0.0082,-0.9968000000000004,0.7988999999999997,12.302740536290527,13.299564401291384,12.500678646080416
15.274653,-70.9099134,206.5328333333333,248.21283333333332,97.56135,168.2451,164.7211,126.2604,10.6471,10.4476,11.4614,0.0147,0.012,0.0234,0.1995000000000004,-1.0137999999999998,13.07252724256135,12.872939419887674,13.886805496974741
16.257578,-70.9169694,477.5463333333333,340.249,286.0553333333333,165.9163,157.456,127.1781,9.7371,10.1051,10.2935,0.0063,0.0084,0.008,-0.3680000000000003,-0.1883999999999996,12.162461212898009,12.530507856311715,12.71887487664454
15.9294893,-70.9145675,460.1103333333333,308.7495,303.5226666666667,170.6371,156.5733,129.2394,9.7775,10.2106,10.2291,0.0067,0.0092,0.0077,-0.4330999999999996,-0.0185000000000012,12.20284503268645,12.635984342609373,12.65452217711696
15.4043399,-70.9103151,192.058,58.11731666666667,154.9127,167.5692,86.68743,131.0266,10.726,12.0239,10.9594,0.0158,0.027,0.0153,-1.2978999999999985,1.064499999999999,13.151418994958368,14.449236114279937,13.384782441498896
15.8659948,-70.9141905,107.07515,60.47468333333334,61.0228,139.9438,96.76048,97.32413,11.3604,11.9807,11.9709,0.0237,0.029,0.0289,-0.6203000000000003,0.0098000000000002,13.785778271335566,14.40606599269615,14.39626967214002
15.841167,-70.9056515,11139.905,4229.166666666667,11162.11,193.6039,164.8145,149.0675,6.3174,7.369,6.3153,0.0003,0.0007,0.0002,-1.0515999999999996,1.0537,8.74279628191643,9.794362998655934,8.7406342548177
15.8423163,-70.9126285,190.19116666666665,129.30733333333333,125.71278333333332,159.9461,146.4083,125.2517,10.7366,11.1556,11.1862,0.0152,0.0205,0.018,-0.4190000000000005,-0.0305999999999997,13.162024143798941,13.58094211131237,13.611551395107927
15.4554232,-70.9083688,193.273,161.5307,110.63171666666668,160.755,152.9917,123.5521,10.7192,10.914,11.3249,0.0151,0.0171,0.0202,-0.1947999999999989,-0.4108999999999998,13.144572030345374,13.339362312225136,13.750300871577789
15.7919866,-70.909459,428.6993333333333,296.53183333333334,296.9355,171.3009,163.6895,134.9221,9.8542,10.2544,10.253,0.0072,0.01,0.0082,-0.4001999999999999,0.0014000000000002,12.279617979641191,12.67982169336391,12.67834469351025
15.648236,-70.9092867,90.64558333333332,61.454166666666666,55.979283333333335,135.948,101.5742,90.22189,11.5413,11.9632,12.0646,0.0271,0.0299,0.0292,-0.4219000000000008,-0.1013999999999999,13.966633379657285,14.388621665223122,14.489931664566164
15.7786547,-70.9070232,306.8395,223.5858333333333,197.24066666666667,160.3511,162.9352,129.4846,10.2173,10.561,10.6971,0.0095,0.0132,0.0119,-0.3437000000000001,-0.1361000000000007,12.642721834038618,12.986389293333348,13.122508845595034
15.6223176,-70.9058602,131.78818333333334,107.47945,91.54585,148.9235,144.9284,120.1688,11.1349,11.3563,11.5305,0.0205,0.0244,0.0238,-0.2213999999999991,-0.1742000000000008,13.56030882153247,13.781686411574476,13.955903346400008
15.6161774,-70.9034314,333.6041666666667,231.77816666666664,219.31816666666663,164.4441,156.5733,127.4272,10.1265,10.5219,10.5819,0.0089,0.0122,0.0105,-0.3954000000000004,-0.0599999999999987,12.551921334316557,12.947318691668517,13.007313482863673
16.0248023,-70.9080134,106.76806666666668,71.64868333333334,60.66231666666667,143.264,104.2674,93.55817,11.3635,11.7966,11.9773,0.0243,0.0263,0.0279,-0.4330999999999996,-0.1806999999999998,13.788896553292387,14.22197946523644,14.402702520492916
15.8794606,-70.904914,444.4728333333333,308.91883333333334,297.29983333333337,183.4568,167.8695,141.6494,9.815,10.21,10.2516,0.0075,0.0098,0.0086,-0.3950000000000013,-0.0415999999999989,12.240386946093142,12.63538903498113,12.677013335652589
16.1838385,-70.906477,230.4296666666667,72.94658333333334,192.75933333333333,161.4594,117.4628,128.0066,10.5283,11.7771,10.7221,0.0127,0.0291,0.012,-1.248800000000001,1.0550000000000015,12.953654021019041,14.202487611867355,13.14746146098719
16.0402832,-70.9037922,398.1818333333333,313.86333333333334,237.7453333333333,169.2059,149.6334,126.4278,9.9344,10.1928,10.4943,0.0077,0.0086,0.0096,-0.2583999999999999,-0.3015000000000007,12.359796395321151,12.618148543030275,12.919719997516571
16.0916881,-70.903582,301.8666666666667,218.8015,200.20433333333327,164.838,157.8467,129.4846,10.2351,10.5845,10.6809,0.0099,0.0131,0.0117,-0.349400000000001,-0.0963999999999991,12.660462102188664,13.009874262525106,13.106316316612432
15.8510295,-70.8992578,1505.1935,965.342,1036.3283333333334,180.0675,159.1099,131.0266,8.4906,8.9729,8.8959,0.0022,0.003,0.0023,-0.4822999999999986,0.0769999999999999,10.916019164493619,11.398296995398466,11.321256570057969
15.5978636,-70.8978165,382.8563333333333,313.0513333333334,238.8343333333333,161.6601,153.2934,128.2541,9.977,10.1956,10.4894,0.0076,0.0089,0.0097,-0.2186000000000003,-0.2937999999999992,12.402410410676978,12.620961105371366,12.914758103975803
15.7066654,-70.8992952,120.29636666666669,89.34546666666667,72.84968333333333,145.8435,136.7274,109.1996,11.234,11.5569,11.7786,0.0219,0.0277,0.0271,-0.3229000000000006,-0.2217000000000002,13.659368723845871,13.982318696077105,14.203930829257448
15.3592913,-70.8954999,180.7758333333333,89.5184,123.39735,155.839,132.6109,119.0197,10.7918,11.5548,11.2064,0.0156,0.0268,0.0175,-0.7629999999999999,0.3483999999999998,13.21714906948958,13.980219221845514,13.63173541706032
15.544423,-70.8926998,893.7686666666667,688.5608333333333,571.1766666666666,197.7465,195.1059,162.1127,9.0566,9.3398,9.5427,0.004,0.0051,0.0051,-0.2832000000000008,-0.2028999999999996,11.481937186765489,11.765144211088876,11.96807385595476
15.8774302,-70.8983354,174.87150000000003,135.27863333333332,113.53493333333331,154.0603,150.8632,116.5062,10.8278,11.1065,11.2968,0.0159,0.0202,0.0186,-0.2787000000000006,-0.1902999999999988,13.253202411713449,13.531926982234946,13.72217622680181
15.7897615,-70.8955512,434.9926666666667,349.34583333333336,245.7935,168.9182,161.4159,119.5515,9.8384,10.0765,10.4582,0.007,0.0084,0.0088,-0.2380999999999993,-0.3817000000000004,12.263795161366545,12.501861080581362,12.883574015497976
15.7764797,-70.8939338,391.2053333333333,303.78916666666663,232.4078333333333,179.1649,157.2603,125.5888,9.9536,10.2282,10.519,0.0083,0.0094,0.0098,-0.2745999999999995,-0.2908000000000008,12.378988082682408,12.653569293602235,12.944373095221167
15.8712194,-70.8927242,861.5093333333333,542.6531666666666,591.7819999999999,184.0744,172.3057,138.0206,9.0965,9.5983,9.5042,0.0039,0.0057,0.0042,-0.5017999999999994,0.0940999999999991,11.52185003293626,12.023694145774463,11.929595621846714
15.8046848,-70.8945722,217.8671666666667,160.25085,130.52298333333334,177.8935,169.3308,135.8591,10.5891,10.9226,11.1454,0.0148,0.0191,0.0188,-0.333499999999999,-0.2228000000000012,13.014520536246462,13.347999145562946,13.57078252050804
15.8842735,-70.8933933,378.1355,263.5495,240.2938333333333,180.6966,171.3198,135.0787,9.9905,10.3825,10.4828,0.0086,0.0118,0.0102,-0.3919999999999994,-0.1002999999999989,12.415881371058244,12.807844508454156,12.908143435908158
16.2672292,-70.8950203,538.578,363.1635,357.1851666666667,168.2451,159.593,131.349,9.6065,10.0344,10.0524,0.0057,0.008,0.0067,-0.4278999999999993,-0.0180000000000006,12.03187847689232,12.45974451756597,12.47776646242469
15.8044096,-70.8853061,12766.243333333334,8747.516666666666,8778.176666666666,190.5655,168.3275,143.3556,6.1695,6.5799,6.5761,0.0003,0.0003,0.0003,-0.4104000000000001,0.0038,8.594842204693316,9.005288053454603,9.00148920734165
15.6448861,-70.8897387,699.2389999999999,445.7001666666666,493.6505,169.7798,151.9819,130.5416,9.3231,9.812,9.7011,0.0044,0.0062,0.0048,-0.4888999999999992,0.1108999999999991,11.748435892394223,12.23739300878052,12.126451046922995
15.839633,-70.8931159,107.37656666666666,76.79665,64.96718333333334,134.8704,121.205,101.5761,11.3573,11.7213,11.9029,0.0227,0.0286,0.0283,-0.363999999999999,-0.1816000000000013,13.782726216464624,14.146644310541213,14.328264904400559
15.3395272,-70.8866197,422.07666666666665,348.3838333333333,261.23633333333333,170.7321,164.7211,131.1073,9.8711,10.0795,10.392,0.0073,0.0086,0.0091,-0.2083999999999992,-0.3125,12.296521639858046,12.504855016315268,12.817416051371332
15.6626151,-70.8898221,370.67033333333336,247.6365,240.26566666666668,171.8678,157.3581,123.8085,10.0122,10.4501,10.4829,0.0084,0.0115,0.0093,-0.4379000000000008,-0.0327999999999999,12.43753042854091,12.875463356921498,12.908270710760918
15.7879382,-70.889204,816.3201666666666,525.1465000000001,568.5281666666667,181.7701,165.5603,133.0284,9.155,9.6339,9.5477,0.004,0.0057,0.0042,-0.4789000000000012,0.0861999999999998,11.580348686002866,12.059298811646215,11.97312003533472
15.7541975,-70.8883186,470.9678333333333,314.364,299.119,174.489,158.7223,130.3796,9.7521,10.191,10.245,0.0067,0.0091,0.0079,-0.4389000000000003,-0.0539999999999984,12.177521884422376,12.616417984639206,12.67038999940866
16.2343993,-70.8917445,436.769,320.64033333333333,270.1055,175.3232,156.8681,134.6868,9.834,10.1696,10.3558,0.0073,0.0089,0.009,-0.3356000000000012,-0.1861999999999994,12.25937048394686,12.594954621654976,12.781166431096244
15.9796206,-70.8914269,129.0522,56.70931666666667,99.13351666666668,149.9001,85.97394,123.3809,11.1577,12.0505,11.4441,0.021,0.0274,0.0225,-0.8927999999999994,0.6063999999999989,13.58308646870078,14.475863964560702,13.86944871841784
15.8266239,-70.8880229,525.0508333333333,331.4925,323.6861666666666,186.7847,152.5886,127.7586,9.6341,10.1334,10.1593,0.0064,0.0083,0.0071,-0.4992999999999998,-0.0259,12.05949661973538,12.558815732593427,12.584689651468135
15.6100179,-70.8867186,229.3725,166.11871666666667,148.83010000000002,156.9792,152.2856,122.9517,10.5333,10.8836,11.0029,0.0124,0.0166,0.015,-0.3502999999999989,-0.1193000000000008,12.958646629711186,13.308953581618166,13.428273066096276
