ra,dec,g_flux,r_flux,i_flux,g_flux_err,r_flux_err,i_flux_err,g_mag,r_mag,i_mag,g_mag_err,r_mag_err,i_mag_err,g_minus_r,r_minus_i,new_g,new_r,new_i
15.8863581,-70.8889098,245.75483333333332,255.37466666666663,135.58021666666667,146.7301,151.4744,118.753,10.4584,10.4167,11.1041,0.0108,0.0107,0.0159,0.0416999999999987,-0.6874000000000002,12.883744830033015,12.842055468078591,13.52950919098268
15.6542283,-70.8849031,416.4396666666667,334.72533333333337,256.54200000000003,165.7208,155.7845,125.336,9.8857,10.1229,10.4117,0.0072,0.0084,0.0088,-0.2371999999999996,-0.2888000000000001,12.311119774548986,12.548278543197862,12.83710380956716
15.6658612,-70.8842799,375.877,297.88416666666666,237.0773333333333,165.9163,155.9821,126.2604,9.997,10.2495,10.4974,0.008,0.0095,0.0096,-0.2524999999999995,-0.2479000000000013,12.422385620130772,12.674881450186971,12.922774915970052
15.726859,-70.8837895,630.2565,427.8868333333333,442.2946666666666,146.9509,136.2762,113.3792,9.4358,9.8563,9.8203,0.0042,0.0058,0.0046,-0.4204999999999987,0.0359999999999995,11.861206666589815,12.281677692873224,12.245720743658298
15.8510092,-70.8862273,170.471,74.40061666666666,134.0369,155.2135,110.7141,127.2612,10.8555,11.7557,11.1166,0.0165,0.0269,0.0172,-0.9001999999999999,0.6390999999999991,13.280873728059742,14.181058662014987,13.541939062664552
15.8291164,-70.8843358,444.1018333333333,292.96500000000003,216.4025,198.0742,138.1838,117.32,9.8159,10.2676,10.5965,0.0081,0.0085,0.0098,-0.4517000000000006,-0.3289000000000008,12.241293584939562,12.692960652312738,13.021844315822944
15.7659376,-70.8853855,129.28193333333334,88.33911666666667,67.16656666666667,156.4619,132.727,107.3445,11.1558,11.5692,11.8667,0.0219,0.0272,0.0289,-0.4134000000000011,-0.2974999999999994,13.581155404772264,13.994617369291033,14.29211712708824
15.7686209,-70.8834863,271.675,199.3945,161.16436666666667,193.0169,174.3491,137.3295,10.3495,10.6853,10.9164,0.0129,0.0158,0.0154,-0.335799999999999,-0.2310999999999996,12.774875810668457,13.11071706306233,13.341827435339546
15.9902901,-70.884619,393.187,330.81583333333333,230.65233333333333,163.4552,151.9819,125.0827,9.9481,10.1357,10.5272,0.0075,0.0083,0.0098,-0.1875999999999997,-0.3915000000000006,12.373502124363222,12.56103428162023,12.95260536902054
15.7920236,-70.8824452,497.5466666666667,387.1095,314.58416666666665,182.4822,174.6139,146.2756,9.6925,9.965,10.1903,0.0066,0.0082,0.0084,-0.2724999999999991,-0.2253000000000007,12.11791544746985,12.390415426475588,12.615657849087457
15.8002434,-70.8812133,658.408,475.7166666666666,406.6025,202.2054,175.7566,147.0684,9.3884,9.7413,9.9117,0.0056,0.0067,0.0065,-0.3529,-0.170399999999999,11.813762252149143,12.166629082168301,12.33707488856328
15.967082,-70.8819566,841.9251666666667,542.6575,573.115,181.5023,169.6034,136.5576,9.1214,9.5983,9.539,0.0039,0.0057,0.0043,-0.4769000000000005,0.0593000000000003,11.546816271096574,12.023685475709694,11.96439556177319
15.8318477,-70.8813639,546.9203333333334,347.26716666666664,231.4955,233.4635,174.6139,131.349,9.5898,10.083,10.5233,0.0077,0.0091,0.0103,-0.4931999999999998,-0.4403000000000006,12.015189825453003,12.508340690798548,12.948643616843615
15.6447154,-70.8795402,380.294,313.3793333333333,240.22,163.9504,160.555,128.5012,9.9843,10.1944,10.4831,0.0078,0.0093,0.0097,-0.2101000000000006,-0.2887000000000004,12.409701316285975,12.619824119183892,12.908477093414719
15.6839331,-70.8803101,291.00533333333334,214.23616666666663,192.0728333333333,161.7603,155.8833,133.0284,10.2749,10.6074,10.726,0.0101,0.0132,0.0125,-0.3324999999999996,-0.1186000000000007,12.700247628772246,13.032768027762671,13.15133514286607
15.8726235,-70.8808835,386.17,339.95733333333334,264.5665,158.623,161.7971,142.6904,9.9677,10.1061,10.3783,0.0074,0.0086,0.0098,-0.1383999999999989,-0.2721999999999998,12.393053669610897,12.531438965193274,12.803662870006685
15.5810623,-70.8697253,1162.7806666666663,904.7108333333332,773.6516666666666,191.5836,177.9335,150.83,8.7709,9.0433,9.2133,0.003,0.0036,0.0035,-0.2724000000000011,-0.1699999999999999,11.196255494433647,11.468725523134092,11.638636336328407
16.0356022,-70.881202,406.5745,312.586,242.824,167.3756,153.2934,125.9251,9.9118,10.1972,10.4714,0.0075,0.0089,0.0094,-0.285400000000001,-0.2741999999999986,12.337149658542621,12.62257619230281,12.896770977759903
15.9130855,-70.8811774,214.48166666666663,176.858,123.6581,203.6435,178.883,139.6955,10.6061,10.8156,11.2041,0.0172,0.0183,0.0204,-0.2095000000000002,-0.3885000000000005,13.031524560630311,13.240938226288687,13.6294435767426
15.8667233,-70.8809039,206.71,155.94491666666667,149.26655,153.8497,145.2468,126.5113,10.6462,10.9522,10.9997,0.0135,0.0169,0.0153,-0.3059999999999991,-0.0475000000000012,13.071596282551662,13.37757194341165,13.425093762302211
15.6983422,-70.8801755,125.67483333333332,99.5866,80.95486666666667,155.6308,139.1831,117.1396,11.1865,11.4391,11.664,0.0224,0.0253,0.0262,-0.2525999999999992,-0.2248999999999998,13.611879205123632,13.864497736711037,14.089392595412775
15.8866174,-70.8787991,547.3358333333333,412.3611666666666,311.9626666666666,186.3503,160.4591,126.4278,9.589,9.8964,10.1994,0.0062,0.007,0.0073,-0.3073999999999994,-0.3030000000000008,12.014365295642708,12.32180560081172,12.62474343988004
15.7638335,-70.8776821,414.6325,255.66766666666663,280.8385,171.9621,128.8414,128.5012,9.8905,10.4154,10.3135,0.0075,0.0091,0.0083,-0.5249000000000006,0.1019000000000005,12.315841649373613,12.840810480248418,12.738858388155705
16.3168212,-70.8818747,282.5286666666667,223.76883333333333,166.74883333333335,162.9586,151.6776,125.0827,10.307,10.5601,10.8795,0.0104,0.0123,0.0136,-0.2530999999999999,-0.3193999999999999,12.732343700199669,12.985501006024156,13.304842989910362
15.8264973,-70.8793971,128.49178333333333,75.29684999999999,69.28251666666667,129.0972,103.3775,78.30338,11.1624,11.7427,11.8331,0.0182,0.0249,0.0205,-0.5802999999999994,-0.0904000000000007,13.587811608206941,14.168057979691904,14.258440862718007
15.7526853,-70.8766836,525.6643333333334,395.8535,312.2703333333333,189.5419,147.4564,139.4683,9.6328,9.9408,10.1983,0.0065,0.0067,0.0081,-0.3079999999999998,-0.2575000000000003,12.058228722861998,12.366163777063502,12.623673182889313
15.8386065,-70.8774669,320.14283333333333,222.79483333333332,223.5,127.072,117.5938,110.7377,10.1713,10.5649,10.5614,0.0072,0.0096,0.009,-0.3935999999999993,0.0034999999999989,12.596640539445888,12.99023721194192,12.986806181330111
15.7257042,-70.8767354,355.72950000000003,307.52616666666665,223.64916666666667,145.175,152.2856,120.5202,10.0568,10.2149,10.5607,0.0074,0.009,0.0098,-0.1580999999999992,-0.3458000000000005,12.482200295174595,12.640294813091655,12.98608178925416
15.8074964,-70.8781952,167.24949999999998,102.5211,92.07911666666668,153.6388,123.7199,106.2557,10.8762,11.4076,11.5242,0.0166,0.0218,0.0209,-0.5313999999999997,-0.1166,13.301587929753346,13.832966856751886,13.949597139079687
15.7811105,-70.8737777,964.7691666666668,738.1628333333333,587.1346666666667,221.4903,199.9395,173.4539,8.9736,9.2642,9.5128,0.0042,0.0049,0.0053,-0.2906000000000013,-0.2485999999999997,11.39894146180879,11.689619563539726,11.938155691162969
15.6938961,-70.876462,240.01616666666663,163.80900000000003,137.77425,173.6508,159.0131,124.9136,10.484,10.8988,11.0867,0.0131,0.0176,0.0164,-0.4147999999999996,-0.1879000000000008,12.909398761787022,13.32415560224241,13.512079861149044
15.8758363,-70.8763041,552.7423333333334,456.6013333333333,363.89383333333336,227.1278,232.5538,176.5348,9.5783,9.7858,10.0322,0.0074,0.0092,0.0088,-0.2074999999999995,-0.2463999999999995,12.003693181186186,12.211157061623528,12.45756326012755
15.8235513,-70.8775901,148.32133333333334,110.70015,87.83739999999999,160.3511,144.7157,117.7697,11.0066,11.3243,11.5754,0.0196,0.0237,0.0243,-0.3176999999999985,-0.251100000000001,13.431990947738925,13.74962947661692,14.00080131971118
15.4103327,-70.8733383,154.00946666666667,111.38,89.61931666666666,151.9411,143.1107,117.1396,10.9658,11.3176,11.5536,0.0179,0.0233,0.0237,-0.3518000000000008,-0.2359999999999988,13.391131457734568,13.742981966115648,13.978995929595358
15.8477879,-70.8754973,497.5111666666666,378.1636666666666,281.7305,203.8822,184.3936,158.2854,9.6926,9.9904,10.31,0.0074,0.0088,0.0102,-0.2977999999999987,-0.3196000000000012,12.117992917610769,12.415800499437252,12.735415334925781
15.9176133,-70.8763502,364.31,287.8475,228.4513333333333,149.5753,135.2553,118.2176,10.0309,10.2867,10.5376,0.0074,0.0085,0.0094,-0.2557999999999989,-0.2508999999999997,12.456322268949743,12.712093845267816,12.963015757211547
15.8841085,-70.8753762,204.58733333333333,166.88166666666666,129.71243333333334,196.2653,176.979,141.724,10.6574,10.8786,11.1522,0.0174,0.0192,0.0198,-0.2211999999999996,-0.2736,13.082803145935603,13.303978428865618,13.577545983666827
16.0773751,-70.876796,436.10566666666665,301.0355,289.0305,171.8678,160.0748,129.0757,9.8356,10.2381,10.2823,0.0071,0.0096,0.0081,-0.4024999999999998,-0.0442,12.261020675393507,12.663455716621618,12.707640814537859
15.5313873,-70.8721318,410.4831666666667,327.62533333333334,256.922,171.0167,154.8923,126.5113,9.9014,10.1462,10.4101,0.0075,0.0086,0.0089,-0.2447999999999996,-0.2638999999999996,12.326761619952554,12.571556310460526,12.835496764737798
16.0251097,-70.8758593,459.9266666666666,327.3525,317.742,164.838,155.9821,131.1879,9.7779,10.1471,10.1794,0.0065,0.0086,0.0075,-0.3691999999999993,-0.0322999999999993,12.203278522974898,12.572460845026193,12.604813437887621
15.7344006,-70.8751325,135.08814999999998,90.96545,84.80035,149.4668,130.7398,113.6586,11.1081,11.5374,11.6136,0.02,0.026,0.0243,-0.4292999999999995,-0.0762,13.533456864590109,13.962808819294072,14.03900588814492
15.5210226,-70.8711537,476.9941666666667,336.606,322.1648333333333,171.0167,161.0339,129.9735,9.7383,10.1168,10.1644,0.0065,0.0087,0.0073,-0.3784999999999989,-0.0476000000000009,12.163717330177327,12.542195367486439,12.589804669435184
15.7137324,-70.8752919,119.79698333333334,97.35198333333332,74.56341666666667,154.1655,128.8414,109.9714,11.2385,11.4638,11.7533,0.0233,0.024,0.0267,-0.2253000000000007,-0.2894999999999985,13.663885294979087,13.88913799063855,14.178685499573664
15.6882124,-70.8696772,3301.685,1719.9116666666666,2596.7,187.7371,173.1082,139.1648,7.6378,8.3459,7.8986,0.001,0.0018,0.001,-0.7081,0.4473000000000002,10.063160908306536,10.77123464387118,10.323945555143599
15.9788696,-70.8748839,492.7006666666667,337.29316666666665,323.9825,176.8882,165.0013,130.5416,9.7032,10.1146,10.1583,0.0065,0.0089,0.0073,-0.4113999999999986,-0.0437000000000011,12.12854212521663,12.539981143091488,12.583696119226461
15.7755513,-70.8715036,642.8433333333334,556.9183333333333,417.6161666666667,219.8741,232.2225,197.0771,9.4144,9.5701,9.8827,0.0062,0.0075,0.0085,-0.1556999999999995,-0.3125999999999997,11.839737139069971,11.995521213066734,12.308056743415928
15.8607631,-70.8744103,212.60183333333333,140.13396666666668,131.48831666666666,167.2787,146.9333,128.5012,10.6157,11.0683,11.1374,0.0142,0.019,0.0177,-0.4526000000000003,-0.0690999999999988,13.04108248684228,13.493641461429274,13.562782086236215
16.0086373,-70.8729514,821.6659999999999,831.9300000000001,448.763,166.5016,154.1948,125.673,9.1479,9.1344,9.8046,0.0037,0.0034,0.0051,0.0135000000000005,-0.6702000000000012,11.57326170868826,11.559783036114165,12.229957393407386
15.9102675,-70.868063,6461.073333333334,2557.116666666667,5683.066666666667,190.5655,161.8922,143.7974,6.9089,7.9152,7.0482,0.0005,0.0011,0.0005,-1.0062999999999995,0.867,9.334238324198344,10.34062364284607,9.473543123307302
15.9329917,-70.8725075,527.0925,351.5713333333333,348.2588333333333,178.1667,161.9873,133.5835,9.6299,10.0696,10.0799,0.0061,0.0083,0.0069,-0.4397000000000002,-0.0103000000000008,12.055282908294837,12.49496635989657,12.505244647997463
15.7606099,-70.8711841,404.3331666666666,425.891,212.91666666666663,190.6505,210.2996,123.9792,9.9178,9.8614,10.6141,0.0085,0.0089,0.0105,0.0564,-0.7527000000000008,12.343151582174531,12.286753843532672,13.039475853942234
15.9692764,-70.8718768,496.84833333333336,396.90066666666667,313.1331666666667,179.7971,171.7687,140.826,9.6941,9.9379,10.1953,0.0065,0.0078,0.0081,-0.2438000000000002,-0.2573999999999987,12.119440406681498,12.363295429039653,12.620677325069357
15.9171756,-70.8708544,485.27166666666665,315.468,300.58916666666664,205.4664,178.193,151.2499,9.7197,10.1872,10.2397,0.0077,0.0102,0.0091,-0.4675000000000011,-0.0524999999999984,12.14503766224103,12.61261171884875,12.665066688960838
15.6087018,-70.8682777,567.0303333333334,378.7153333333333,394.97533333333337,172.996,157.456,131.9913,9.5506,9.9888,9.9432,0.0055,0.0075,0.006,-0.4382000000000001,0.0456000000000003,11.975984269668453,12.414217777287408,12.368575064299169
15.879246,-70.8685727,1375.3366666666666,804.6139999999999,997.0813333333332,155.318,137.0649,118.307,8.5886,9.1707,8.9378,0.002,0.0031,0.0021,-0.5821000000000005,0.2329000000000007,11.013977446259672,11.596031037820262,11.363173535572002
15.8717205,-70.871999,189.4165,146.78533333333334,108.02561666666666,182.2155,155.7845,130.8652,10.7411,11.0179,11.3508,0.0174,0.0192,0.0219,-0.2767999999999997,-0.3329000000000004,13.166455481140275,13.443293341475888,13.776183114574552
15.8935245,-70.8723795,75.59761666666667,72.12511666666666,50.65121666666666,107.4386,122.4689,88.44685,11.7384,11.7894,12.1731,0.0257,0.0307,0.0316,-0.0510000000000001,-0.3836999999999992,14.16372974024272,14.214783678346212,14.598525295538447
15.9830077,-70.8708146,420.3783333333333,356.8095,248.357,169.0142,159.8822,132.2313,9.8755,10.0535,10.4469,0.0073,0.0081,0.0096,-0.177999999999999,-0.3933999999999997,12.300899189960242,12.47890897778958,12.872308987012335
16.0836685,-70.8726654,143.76701666666668,104.2775,87.64654999999999,149.9001,138.9617,114.8613,11.0405,11.3891,11.5778,0.0189,0.0241,0.0237,-0.3485999999999993,-0.1887000000000007,13.465851848212324,13.814523473420271,14.003162935532739
15.891652,-70.8680238,1400.9053333333334,935.7141666666666,991.2006666666668,171.2062,167.5022,136.7896,8.5686,9.0068,8.9442,0.0022,0.0032,0.0025,-0.4382000000000001,0.0625999999999997,10.993978028309549,11.432141988190569,11.369596036329888
16.0426169,-70.8708299,400.7323333333333,292.2175,253.56,167.6659,167.4102,136.2476,9.9275,10.2704,10.4244,0.0076,0.0104,0.0097,-0.3429000000000002,-0.1539999999999999,12.352864037094369,12.695734447682488,12.849798142250153
15.7201257,-70.8680848,408.5001666666666,260.802,270.3831666666667,171.1115,149.7362,123.8085,9.9066,10.3938,10.3547,0.0076,0.0104,0.0083,-0.4872000000000014,0.0391000000000012,12.332019404852176,12.81922270618433,12.780050874756329
15.6421468,-70.8659499,1007.6071666666668,689.8345,692.1355,177.2544,157.3581,131.831,8.9264,9.3378,9.3341,0.0032,0.0041,0.0034,-0.4114000000000004,0.0037000000000002,11.351771880543192,11.763137723729374,11.759522187479254
15.7082503,-70.8663279,545.521,377.0155,349.44,188.0822,172.752,139.3925,9.5926,9.9937,10.0762,0.0062,0.0083,0.0072,-0.4011000000000013,-0.0824999999999995,12.01797131613284,12.419101986381456,12.501568458278438
15.5939955,-70.8659,455.372,316.35,312.32116666666667,176.7965,164.4404,134.6083,9.7887,10.1842,10.1981,0.007,0.0094,0.0078,-0.3955000000000002,-0.0138999999999995,12.214084192203712,12.60958040301208,12.623496454289803
15.7448922,-70.8678838,181.3925,138.28995,123.8714,156.4619,143.3257,125.0827,10.7881,11.0826,11.2022,0.0156,0.0188,0.0183,-0.2944999999999993,-0.1196000000000001,13.213451683982958,13.508023450994557,13.6275723849065
15.2730531,-70.8635246,225.84633333333332,94.46713333333334,178.92133333333334,165.329,129.4377,135.0787,10.5501,11.4964,10.803,0.0132,0.0248,0.0137,-0.946299999999999,0.6933999999999987,12.97546738978798,13.921798158481623,13.228344685241973
15.3691446,-70.8644457,234.5035,189.78,134.18496666666667,161.9606,159.593,128.9938,10.5092,10.739,11.1154,0.0125,0.0152,0.0174,-0.2298000000000009,-0.3763999999999985,12.934626677475194,13.164373894251582,13.540740343417344
15.7686913,-70.8661118,410.389,338.4375,234.85316666666668,156.669,153.3938,116.959,9.9016,10.1109,10.5076,0.0069,0.0082,0.009,-0.2093000000000007,-0.3966999999999991,12.327010721247206,12.536303804236464,12.93300894896809
15.6003995,-70.8657335,311.2213333333333,418.4706666666667,212.236,185.8275,170.7797,144.8959,10.2019,9.8805,10.6176,0.0108,0.0074,0.0124,0.3214000000000006,-0.7370999999999999,12.627326602539764,12.30583744782843,13.042952370180904
15.7799945,-70.8683133,84.78658333333333,65.00603333333333,60.414033333333336,98.62701,107.6106,96.99773,11.6138,11.9022,11.9818,0.0211,0.03,0.0291,-0.2884000000000011,-0.0795999999999992,14.039182163146275,14.327615834478419,14.40715542284578
15.7090441,-70.8629276,1163.4288333333332,719.7731666666666,840.3506666666667,152.2608,136.9525,117.32,8.7703,9.2916,9.1235,0.0024,0.0034,0.0025,-0.5213000000000001,0.1681000000000008,11.195650443138884,11.717010869985135,11.548848627645572
15.9440242,-70.8673331,201.14016666666663,141.26351666666667,132.66965,141.3271,131.2101,114.7693,10.6759,11.0595,11.1277,0.0127,0.0168,0.0157,-0.3835999999999995,-0.0682000000000009,13.101252985867434,13.484924966153695,13.553071041464747
15.6259495,-70.8634315,472.8243333333333,431.1448333333333,260.15316666666666,200.2719,179.6561,153.2634,9.7479,9.8481,10.3965,0.0077,0.0075,0.0107,-0.1002000000000009,-0.5483999999999991,12.17325045277651,12.273442034857386,12.821927208414776
15.8672132,-70.86355,357.5613333333333,344.334,278.3736666666666,150.9777,173.1082,159.0183,10.0512,10.0922,10.3231,0.0076,0.0091,0.0103,-0.0410000000000003,-0.2309000000000001,12.476623629807165,12.517550230899129,12.74842962526024
15.7029368,-70.8651458,168.07700000000003,122.01128333333332,92.15861666666666,169.6843,155.2895,120.5202,10.8709,11.2186,11.5233,0.0183,0.023,0.0237,-0.3476999999999997,-0.3047000000000004,13.29622928059666,13.644000012189908,13.948660131963132
15.681387,-70.8633085,383.8778333333333,306.6445,246.46116666666663,153.6388,139.625,120.4325,9.9741,10.218,10.4552,0.0072,0.0082,0.0088,-0.2439,-0.2371999999999996,12.399517412718712,12.643412051117004,12.880628750104552
15.7264824,-70.8568688,1698.9633333333334,1216.2503333333334,1136.3541666666667,276.273,282.4847,219.7022,8.3592,8.7221,8.7958,0.0029,0.0042,0.0035,-0.3628999999999998,-0.0737000000000005,10.784539984703251,11.14744256924514,11.221215728214826
15.3271364,-70.8500146,36337.583333333336,20270.65,26299.666666666668,207.742,183.1366,159.2176,5.0337,5.6675,5.3847,0.0001,0.0002,0.0001,-0.6338000000000008,0.2828000000000008,7.459109898121534,8.09283081242051,7.810124389777954
15.9201882,-70.8643983,337.08933333333334,270.53933333333333,209.11616666666663,122.2604,116.6735,100.4247,10.1153,10.354,10.6337,0.0066,0.0078,0.0087,-0.2386999999999997,-0.2797,12.5406374745843,12.779423961256938,13.059030976985968
15.7134269,-70.8596287,592.5055,492.8945,422.5295,233.7411,231.8243,210.9636,9.5029,9.7027,9.87,0.0071,0.0085,0.009,-0.1997999999999997,-0.1672999999999991,11.928269034777497,12.128115069813926,12.295357410632082
15.5792132,-70.8580269,1475.2296666666666,889.1023333333334,1101.3453333333334,186.4372,172.9302,139.5441,8.5125,9.0622,8.8298,0.0023,0.0035,0.0023,-0.5497000000000014,0.2324000000000001,10.93785090650011,11.48762062500906,11.255191210187244
15.6597417,-70.8561467,5109.4366666666665,2804.413333333333,3880.961666666667,239.8347,225.0153,176.1151,7.1637,7.815,7.4623,0.0008,0.0015,0.0008,-0.6513,0.3527000000000004,9.589067449293621,10.240394941852047,9.887651617214221
15.6326109,-70.8605073,119.06391666666669,86.82861666666666,73.7643,141.5564,129.5566,111.404,11.2452,11.588,11.765,0.0215,0.027,0.0273,-0.3427999999999986,-0.1770000000000013,13.670549588041565,14.013342795002295,14.190384436371957
15.8412111,-70.860757,167.2375,211.008,195.9688333333333,131.708,127.2782,109.3931,10.8763,10.6239,10.7042,0.0143,0.0109,0.0101,0.2523999999999997,-0.0802999999999993,13.30166583313651,13.0492526971824,13.12953248216534
15.5885948,-70.856275,569.9296666666667,436.55016666666666,372.996,174.9529,163.3128,137.0213,9.5451,9.8345,10.0054,0.0056,0.0068,0.0066,-0.2894000000000005,-0.1708999999999996,11.97044684004351,12.259914604096398,12.430739563824408
15.6822502,-70.8583384,237.80383333333333,147.41683333333333,128.37773333333334,194.6895,161.7019,136.9441,10.4941,11.0133,11.1634,0.0148,0.0199,0.0193,-0.5191999999999997,-0.1501000000000001,12.919452872378937,13.438632305331367,13.588775741467254
15.9694189,-70.8605012,96.53496666666666,71.43053333333334,53.91086666666667,138.7805,118.5069,92.87774,11.4729,11.7999,12.1054,0.026,0.03,0.0312,-0.3269999999999999,-0.3055000000000003,13.89828837260518,14.225290268050712,14.530809216082018
15.7118913,-70.856373,452.05466666666666,364.99,300.6691666666667,183.4568,168.6931,145.2603,9.7966,10.0289,10.2394,0.0073,0.0084,0.0087,-0.2323000000000004,-0.2104999999999997,12.222022607683371,12.454297585463692,12.664777765241773
15.7425096,-70.8566694,285.1065,275.97633333333334,140.65978333333334,133.6629,125.818,93.33191,10.2971,10.3324,11.0642,0.0085,0.0083,0.012,-0.0352999999999994,-0.7317999999999998,12.72248220328937,12.757820399397097,13.489575139729578
15.8987334,-70.8482071,12781.908333333333,5063.25,11217.673333333334,252.3515,251.5748,187.6241,6.1681,7.1735,6.3099,0.0004,0.0009,0.0003,-1.0053999999999998,0.8635999999999999,8.5935107534008,9.598926571548699,8.735243027770348
15.8703089,-70.854675,493.5508333333333,289.8698333333333,237.6975,216.8299,136.6147,137.5603,9.7013,10.2791,10.4946,0.008,0.0085,0.0105,-0.5777999999999999,-0.2155000000000004,12.126670276182763,12.70449244797476,12.919938464925599
15.6337028,-70.8530557,309.14366666666666,418.9216666666667,157.12286666666665,158.7251,155.4877,121.4812,10.2092,9.8793,10.944,0.0093,0.0067,0.014,0.3298999999999985,-1.0647000000000002,12.634599115836048,12.304667943269576,13.369401514731702
15.7510205,-70.855021,133.08211666666665,74.96068333333332,101.64816666666668,94.08417,77.09742,75.13412,11.1243,11.7475,11.4169,0.0128,0.0186,0.0134,-0.6232000000000006,0.3306000000000004,13.54970075077226,14.17291615780392,13.842251124801214
15.883331,-70.8545405,381.0111666666666,262.90233333333333,248.18166666666667,155.943,144.6093,111.214,9.9823,10.3851,10.4477,0.0074,0.01,0.0081,-0.4027999999999991,-0.0625999999999997,12.407655739612476,12.810513898472262,12.87307575813649
15.9196568,-70.8552812,370.46183333333335,389.7893333333333,246.163,205.2295,208.9037,174.7896,10.0128,9.9575,10.4566,0.01,0.0097,0.0129,0.0553000000000007,-0.4991000000000003,12.438141320942686,12.382925124037895,12.88194305990293
15.434365,-70.8509642,189.713,53.44435,150.9963,159.5402,78.28666,126.1767,10.7394,12.1149,10.9872,0.0152,0.0265,0.0151,-1.3755000000000006,1.1277000000000008,13.164757270632569,14.54024550132608,13.412584236225195
15.7196549,-70.8523746,274.41966666666667,195.351,178.0065,155.5266,152.6895,128.5012,10.3386,10.7076,10.8085,0.0103,0.0141,0.0131,-0.3689999999999998,-0.1009000000000011,12.76396191883133,13.132960903209966,13.233910347281252
15.9296196,-70.8516661,1163.522333333333,857.7691666666667,798.1871666666667,229.6125,238.6971,189.0834,8.7702,9.1012,9.1794,0.0036,0.005,0.0043,-0.3309999999999995,-0.0781999999999989,11.195563190482574,11.52657392236755,11.604738147815269
15.9027829,-70.8524705,748.311,455.3455,467.01416666666665,205.2295,146.9333,132.7101,9.2494,9.7888,9.7613,0.005,0.0058,0.0051,-0.5394000000000005,0.0274999999999998,11.674794676752018,12.21414737757005,12.186674862761151
15.7476039,-70.8524175,342.4735,270.3,180.5515,160.5531,135.1414,111.1189,10.0981,10.355,10.7931,0.0085,0.009,0.0111,-0.2568999999999999,-0.4381000000000004,12.523432569545855,12.780384885753186,13.218497247890493
15.737987,-70.8505771,465.4186666666666,269.22066666666666,266.52983333333333,171.3955,113.1899,97.43269,9.765,10.3594,10.3703,0.0067,0.0076,0.0066,-0.5944000000000003,-0.0108999999999994,12.19039050584757,12.78472901161434,12.795635430693965
15.9432955,-70.8516356,435.9431666666667,342.386,242.35483333333332,182.2155,166.4878,131.7508,9.836,10.0983,10.4735,0.0076,0.0088,0.0098,-0.2622999999999997,-0.3751999999999995,12.261425313593964,12.523710004314399,12.89887078657201
15.688449,-70.8492815,389.9115,301.58583333333337,232.7405,180.6966,158.1391,126.1767,9.9572,10.2361,10.5174,0.0084,0.0095,0.0098,-0.2789000000000001,-0.2812999999999999,12.382584888992787,12.661472657085744,12.942820092534436
16.0292122,-70.8495367,911.1141666666666,790.7139999999999,541.1815,199.6233,183.6404,161.4593,9.0357,9.1896,9.6013,0.004,0.0042,0.0054,-0.1539000000000001,-0.4116999999999997,11.461068001456635,11.614951429315465,12.026642644862866
15.9819168,-70.8503958,452.5028333333333,369.78133333333335,266.59183333333334,187.8234,180.5112,144.0911,9.7956,10.0148,10.37,0.0075,0.0088,0.0098,-0.2191999999999989,-0.3551999999999999,12.220946742819985,12.440137539830587,12.795382896800831
15.7214298,-70.8419056,5906.58,2807.885,4874.73,201.241,180.4258,151.0401,7.0063,7.8137,7.2147,0.0006,0.0012,0.0006,-0.8073999999999995,0.5990000000000002,9.43165977370511,10.239051707958286,9.640123584661005
15.9446247,-70.8469439,1372.9903333333334,913.1733333333334,952.2571666666666,177.7112,165.8391,137.0984,8.5905,9.0332,8.9877,0.0023,0.0033,0.0026,-0.4427000000000003,0.0455000000000005,11.01583130110835,11.458616948373034,11.413114375409796
15.6472815,-70.8442901,558.673,283.9365,352.6365,280.9283,199.0905,185.6416,9.5667,10.3016,10.0663,0.0091,0.0127,0.0095,-0.7348999999999997,0.2353000000000005,11.99210579266795,12.726946938466302,12.491681844043914
15.7405174,-70.8447357,928.696,726.7909999999999,540.542,186.6979,180.5112,124.0644,9.0149,9.2811,9.6025,0.0036,0.0045,0.0042,-0.2661999999999995,-0.3213999999999988,11.440316062509986,11.706476148217856,12.027926389523738
16.1075731,-70.835216,18918.0,15867.276666666668,11558.435,287.3755,250.655,230.1364,5.7424,5.9334,6.2774,0.0003,0.0003,0.0004,-0.1909999999999998,-0.3440000000000003,8.16781194717113,8.358744014261323,8.7027524123829
16.2710399,-70.8485998,494.416,399.5028333333333,311.65849999999995,172.7146,164.4404,132.8693,9.6994,9.9308,10.2004,0.0063,0.0075,0.0077,-0.2313999999999989,-0.2696000000000005,12.124768708272644,12.356200340645508,12.625802559762816
15.4932937,-70.8414746,835.706,1232.5575,374.351,179.3457,169.8756,136.4801,9.1295,8.7076,10.0014,0.0039,0.0025,0.0066,0.4219000000000008,-1.293800000000001,11.554866199447634,11.13298202830083,12.426802506019955
15.6359134,-70.8439813,322.70366666666666,240.425,224.1303333333333,178.0757,174.3491,146.42,10.1626,10.4822,10.5584,0.01,0.0131,0.0118,-0.3196000000000012,-0.0762,12.587990249923353,12.90755093820465,12.983748407437442
15.8807752,-70.845013,350.2821666666667,477.3878333333333,191.9368333333333,121.8619,192.8035,123.2094,10.0736,9.7374,10.7267,0.0063,0.0073,0.0116,0.3362000000000016,-0.9893,12.49895493158023,12.162821633953286,13.152104186683651
