ra,dec,g_flux,r_flux,i_flux,g_flux_err,r_flux_err,i_flux_err,g_mag,r_mag,i_mag,g_mag_err,r_mag_err,i_mag_err,g_minus_r,r_minus_i,new_g,new_r,new_i
265.2272558,-32.1760432,96246.7,113352.76,30254.38,86.20763,89.51418,89.30276,6.6741,6.4965,7.9306,0.0002,0.0002,0.0006,0.1775999999999999,-1.4341,6.401535380428122,6.223919752183381,7.658029356484953
265.0122255,-32.1653417,944.8654,553.6528000000001,332.3842,90.327,78.66588,66.14162,11.6941,12.2745,12.8285,0.0208,0.0309,0.0432,-0.5803999999999991,-0.5540000000000003,11.4215751353425,12.001906248441127,12.555899071846033
264.9739404,-32.1735088,139498.98,160923.53999999998,42734.88,83.98434,88.80858,89.66612,6.2711,6.116,7.5556,0.0001,0.0001,0.0005,0.1551,-1.4396000000000004,5.998572419721318,5.843451055937436,7.283043778016696
264.8916026,-32.1649181,1195.036,585.2956,682.446,77.50414,66.14599,89.00437,11.4391,12.2141,12.0474,0.0141,0.0245,0.0283,-0.7750000000000004,0.1667000000000005,11.166547528911254,11.941561851780596,11.774829268519625
265.1294486,-32.1712847,5923.268,4238.683999999999,3097.926,70.76521,84.92397,108.709,9.7012,10.0645,10.4049,0.0026,0.0044,0.0076,-0.3633000000000006,-0.3403999999999989,9.428596542832876,9.791922398760954,10.132322401057504
264.923748,-32.1688588,6648.514,4430.09,2821.818,75.96315,74.52164,90.25755,9.5758,10.0165,10.5063,0.0025,0.0037,0.0069,-0.4407000000000014,-0.4897999999999989,9.303188530996623,9.74396862682024,10.233677501387417
265.0825847,-32.1792443,180649.86,215005.6,60259.86,88.34155,92.9619,92.10535,5.9905,5.8014,7.1825,0.0001,0.0001,0.0003,0.1890999999999998,-1.3811,5.717905926663242,5.52887557093859,6.909929704113427
265.2474147,-32.1775113,2335.78,1514.5468,1252.8013999999998,84.16014,98.19775,99.83613,10.7115,11.1819,11.3879,0.0078,0.0141,0.0173,-0.4704000000000015,-0.2059999999999995,10.438920161267902,10.909293255699511,11.115294424909266
265.1399619,-32.1775271,11908.04,9479.132,4493.758,73.71159,84.04391,74.02847,8.943,9.1907,10.001,0.0013,0.0019,0.0036,-0.2477,-0.8102999999999998,8.670399287987765,8.918078572495855,9.72847579780207
264.9818781,-32.1732584,1860.6184,1226.7538,796.5456,70.59791,69.55974,73.50756,10.9584,11.4107,11.8795,0.0082,0.0123,0.02,-0.452300000000001,-0.4687999999999999,10.685856721348044,11.138106470179364,11.606973392527472
264.8826027,-32.1731458,1404.4825999999998,552.2872,737.5229999999999,69.71303,51.73634,83.09605,11.2638,12.2772,11.9631,0.0108,0.0203,0.0245,-1.0134000000000007,0.3140999999999998,10.991209092154218,12.004587555048657,11.690561078654735
265.074262,-32.1827822,62242.380000000005,73618.36,18383.146,79.9819,84.8229,81.94984,7.1474,6.9651,8.4715,0.0003,0.0003,0.001,0.1823000000000005,-1.506400000000001,6.8747845232920195,6.69253465395537,8.198950408990203
265.1663955,-32.1885579,133732.94,153853.2,41825.94,84.72028,88.71192,87.80065,6.317,6.1648,7.579,0.0001,0.0001,0.0005,0.1522000000000005,-1.4142,6.04440401927468,5.892233666027668,7.3063857247049775
265.0673112,-32.1801058,1462.2472,1242.0298,587.0892,64.74425,89.2262,67.9057,11.22,11.3972,12.2108,0.0096,0.0156,0.0251,-0.1771999999999991,-0.813600000000001,10.947448003943423,11.124669960035671,11.938239771903508
264.8707971,-32.1783536,6630.598,4513.568,2947.358,73.87184,75.58846,82.77528,9.5787,9.9963,10.459,0.0024,0.0036,0.0061,-0.4176000000000002,-0.4626999999999999,9.306118254256333,9.72370002552621,10.186417773726367
264.9446628,-32.1795781,1206.6564,552.3058,1140.0838,93.13075,74.32952,127.5508,11.4286,12.2771,11.4902,0.0168,0.0292,0.0243,-0.8485000000000014,0.786900000000001,11.156040948261095,12.004550990099556,11.217658063457032
265.1960115,-32.1899275,6643.794,3961.576,3187.118,75.6121,90.97186,83.5572,9.5765,10.1379,10.3741,0.0025,0.005,0.0057,-0.5614000000000008,-0.2362000000000002,9.303959604778822,9.865330020071733,10.10150464222548
265.1306149,-32.1993618,156706.86000000002,184220.96,48787.04,84.54564,88.12978,87.93521,6.1449,5.9692,7.4118,0.0001,0.0001,0.0004,0.1756999999999999,-1.4426000000000003,5.872279978596634,5.696652397149249,7.139238826345839
265.1982193,-32.1940794,3055.336,2288.286,1429.2792,78.4142,94.39663,88.50481,10.4199,10.7338,11.2448,0.0056,0.009,0.0134,-0.3139000000000003,-0.5109999999999992,10.147352556907135,10.461224241153545,10.972207316099196
265.0426923,-32.1904629,1398.5762,997.6702,811.2284,61.99187,98.57561,81.58835,11.2684,11.6351,11.8597,0.0096,0.0215,0.0218,-0.3666999999999998,-0.2246000000000005,10.995784666388126,11.362532499465335,11.587142134217597
265.1273999,-32.1949534,1227.0614,366.2612,808.4988000000001,71.63708,64.88013,69.79472,11.4104,12.7231,11.8634,0.0127,0.0385,0.0188,-1.3127000000000013,0.8597000000000001,11.13783426348806,12.45052271506676,11.590801550877453
265.0385173,-32.1944212,3156.62,720.9308,2313.298,67.51578,55.36753,78.41075,10.3845,11.9878,10.722,0.0046,0.0167,0.0074,-1.6033000000000008,1.2658000000000005,10.111944240420037,11.715266049784155,10.449421044079399
265.0271897,-32.1937047,1207.6554,665.9334,493.7608,72.37606,74.17547,68.25304,11.4277,12.074,12.3988,0.013,0.0242,0.03,-0.6463000000000001,-0.3247999999999997,11.155142430902686,11.801423006123766,12.126208479911895
265.1149275,-32.2022783,31760.7,34112.3,9990.49,77.42782,83.08572,78.41075,7.8778,7.8003,9.1336,0.0005,0.0005,0.0017,0.0774999999999996,-1.3332999999999997,7.605274835921925,7.527722493944619,8.861033026412676
264.9339166,-32.1944089,884.711,389.6122,499.1864,72.49849,67.8111,81.76929,11.7656,12.656,12.3869,0.0178,0.0378,0.0356,-0.8904000000000014,0.2690999999999999,11.492996432302862,12.383418631089539,12.114343138068744
264.8706161,-32.1957678,1379.9098,606.391,810.714,74.78658,70.62054,88.83817,11.2829,12.1757,11.8604,0.0118,0.0253,0.0238,-0.8928000000000011,0.3153000000000006,11.01037325255226,11.903118132718301,11.587830818011119
265.2304703,-32.2074278,16067.85,3117.568,13510.216,81.95345,86.98666,92.58549,8.6177,10.398,8.8059,0.0011,0.0061,0.0015,-1.7803000000000004,1.5921000000000003,8.34510557809842,10.125460162424115,8.533344268662873
264.8697871,-32.2072256,113893.16,119215.98,37167.94,94.54835,94.91023,99.15282,6.4913,6.4417,7.7072,0.0002,0.0002,0.0006,0.0495999999999998,-1.2655000000000003,6.218755893126552,6.1691638170122935,7.4345787715561364
265.0393318,-32.2037515,12374.55,10828.592,4432.746,73.18839,78.411,84.61182,8.9013,9.0461,10.0159,0.0013,0.0016,0.0041,-0.1447999999999982,-0.9698000000000012,8.62867646302038,8.773570023345153,9.743317883548862
264.8794456,-32.2029365,3882.166,2506.884,1826.3204,73.39006,71.145,84.36692,10.1599,10.6347,10.9786,0.0041,0.0062,0.01,-0.4748000000000001,-0.3438999999999996,9.887314745693043,10.362164403761664,10.706057574471991
265.2071721,-32.2066029,1178.764,682.5436,774.4706,60.93375,90.02387,75.68692,11.454,12.0472,11.9101,0.0112,0.0286,0.0212,-0.5931999999999995,0.1371000000000002,11.181432840436877,11.77467400308205,11.637487660062504
265.2806644,-32.2098852,1092.5376,459.0938,463.6104,103.046,76.19137,72.94242,11.5365,12.4778,12.4672,0.0205,0.036,0.0342,-0.9413,0.0106000000000001,11.263909019322856,12.205246430707303,12.194617075580686
264.9835144,-32.2060376,5112.186,3689.18,2096.836,73.5108,82.56783,77.95707,9.8611,10.2153,10.8287,0.0031,0.0049,0.0081,-0.3541999999999987,-0.6134000000000004,9.588483383356484,9.94267538612679,10.556088839287636
265.1441027,-32.207242,816.1555999999999,464.3638,621.8091999999999,61.22414,70.98404,80.01532,11.8531,12.4654,12.1484,0.0163,0.0332,0.0279,-0.6123000000000012,0.3170000000000001,11.580567587860218,12.192854108816329,11.875857141564829
265.0010648,-32.2159932,39617.4,40253.96,12892.414,82.06159,84.24782,87.66589,7.6379,7.6206,8.8567,0.0004,0.0005,0.0015,0.0173000000000005,-1.2361000000000004,7.365285074057308,7.347978473237037,8.584164392279366
264.8978977,-32.2073842,1827.8692,803.0064,978.889,66.67868,56.8959,75.1775,10.9777,11.8708,11.6557,0.0079,0.0154,0.0167,-0.8930999999999987,0.2150999999999996,10.705137212630547,11.598202483398541,11.38316637932913
265.0718047,-32.2155342,35550.740000000005,38120.44,11066.846,77.31319,82.11636,80.53085,7.7555,7.6797,9.0225,0.0005,0.0005,0.0016,0.0757999999999992,-1.3428000000000004,7.482878387154679,7.407105238049308,8.749940333522638
265.0423338,-32.2168609,33566.46,32185.76,10885.468,77.65656,81.452,78.82433,7.8178,7.8634,9.0405,0.0005,0.0005,0.0016,-0.0456000000000003,-1.1770999999999994,7.545236145206761,7.590840578625137,8.767882236389946
265.209731,-32.2243937,182316.68,222195.6,54565.280000000006,86.51569,90.81454,90.71488,5.9805,5.7657,7.2903,0.0001,0.0001,0.0004,0.2148000000000003,-1.5246000000000004,5.707933990724424,5.493161363427575,7.017709029717086
265.1812143,-32.2143987,1417.2718,980.2556,633.0382,61.84865,89.0658,63.21677,11.2539,11.6542,12.129,0.0095,0.0197,0.0217,-0.4002999999999996,-0.4748000000000001,10.981367135283492,11.381651669962524,11.856425205412203
265.1518714,-32.2144214,1121.4838,743.9048,560.3424,59.31118,84.38348,59.80488,11.5081,11.9538,12.2614,0.0115,0.0246,0.0232,-0.4456999999999986,-0.3076000000000007,11.235517488709938,11.681206597560314,11.988866285213657
265.0667096,-32.2158384,2983.7740000000003,1759.2900000000002,1272.2798,76.23507,80.88831,78.89929,10.4457,11.0192,11.3711,0.0055,0.01,0.0135,-0.5734999999999992,-0.3519000000000005,10.173085186803654,10.746656414689475,11.098543420160066
265.012579,-32.2220294,67128.92,67121.14,21350.3,79.83392,95.72029,82.66808,7.0653,7.0654,8.3091,0.0003,0.0003,0.0008,-0.0001000000000006,-1.2437000000000005,6.792725849705413,6.792851689912599,8.036490045458143
265.0962934,-32.2176972,606.855,315.7122,367.7356,54.37047,61.20592,67.99271,12.1749,12.8843,12.7187,0.0195,0.0421,0.0402,-0.7094000000000005,0.1655999999999995,11.90228766367316,12.611771588583476,12.446160811545155
265.0579996,-32.2178166,1030.2516,670.663,542.7206,79.35108,88.48598,80.71416,11.6002,12.0663,12.2961,0.0167,0.0287,0.0323,-0.4661000000000008,-0.2297999999999991,11.327641755838497,11.793739131789183,12.023559234071694
265.0562174,-32.219328,1066.5944,502.4218,548.0899999999999,75.25941,78.88369,77.8812,11.5626,12.3799,12.2854,0.0153,0.0341,0.0309,-0.8172999999999995,0.0945,11.290001752119174,12.10732881223814,12.012870304089876
265.0454956,-32.227197,130857.22,32914.759999999995,120829.52,82.31337,81.62736,91.88043,6.3406,7.8391,6.4271,0.0001,0.0005,0.0002,-1.4985,1.412,6.0680057758033765,7.566523268113308,6.154567374409359
265.0002799,-32.219475,1647.4926,922.691,838.3889999999999,80.27703,93.60567,86.23811,11.0905,11.7199,11.824,0.0106,0.022,0.0223,-0.6294000000000004,-0.1040999999999989,10.817941318597223,11.447359288776003,11.55138607110197
265.1407545,-32.2301537,15104.254,11743.614,6152.448,92.30177,89.89672,99.62866,8.6848,8.9581,9.66,0.0013,0.0017,0.0035,-0.2733000000000007,-0.7019000000000002,8.41225179922802,8.685495579968388,9.387380120579962
265.1265592,-32.2254503,848.9372,324.389,482.3438,90.81658,63.09245,71.96329,11.8104,12.8549,12.4242,0.0232,0.0422,0.0324,-1.044500000000001,0.4306999999999998,11.53781108858983,12.582334702738962,12.151608248706514
265.0287363,-32.2306666,44542.26,49318.18,13446.452,78.11203,83.01686,79.16111,7.5106,7.4001,8.8111,0.0004,0.0004,0.0013,0.1105,-1.4109999999999996,7.238069378412746,7.127482396621286,8.538480735267854
265.1768705,-32.2338868,4386.394,3064.742,1845.8704,75.69025,85.6282,80.49413,10.0273,10.4166,10.9671,0.0037,0.0061,0.0095,-0.3893000000000004,-0.5504999999999995,9.754730902952256,10.144015199839837,10.694496985984774
264.9822209,-32.2279644,551.1692,491.6632,472.4514,48.32553,77.82529,72.29114,12.2794,12.4034,12.4467,0.019,0.0344,0.0332,-0.1239999999999987,-0.0433000000000003,12.006787648305215,12.130830741401049,12.17410714935443
265.1581847,-32.2368051,31703.92,32341.840000000004,10885.9,78.97767,83.53196,82.84666,7.8798,7.8582,9.0404,0.0005,0.0006,0.0017,0.0216000000000002,-1.1822,7.6072175913706985,7.585588189342834,8.767839148786033
264.9158062,-32.2306061,3370.918,1315.4046,2098.33,74.94452,64.0372,89.33586,10.3132,11.3349,10.8279,0.0048,0.0106,0.0092,-1.0216999999999992,0.5069999999999997,10.040629529688863,11.062351609340903,10.55531552545048
265.0370038,-32.2378789,55077.4,61561.44,16698.489999999998,77.73266,83.22328,80.75077,7.2801,7.1593,8.5759,0.0003,0.0003,0.0011,0.1208,-1.4166000000000007,7.007566423411804,6.886728075060313,8.30330699792703
265.2198847,-32.2369727,1096.5426,725.6464,579.0948000000001,60.0049,82.32504,74.94122,11.5325,11.9808,12.2257,0.0119,0.0246,0.0281,-0.4482999999999997,-0.2448999999999994,11.259936228968542,11.708187387431643,11.953125837025247
265.0491316,-32.2354432,1796.3792,1106.5232,789.8302,77.42782,80.32067,76.30923,10.9966,11.5227,11.8887,0.0094,0.0158,0.021,-0.5260999999999996,-0.3659999999999996,10.724004955523977,11.250098689935225,11.616165661423338
265.1348128,-32.2372011,1765.6312000000005,1039.8732,1168.4202,79.53713,82.94794,104.9459,11.0153,11.5901,11.4636,0.0098,0.0173,0.0195,-0.5747999999999998,0.1265,10.742750013690374,11.317549036122378,11.191002358549751
265.0131549,-32.2343425,1035.7748,544.198,538.4448,60.78803,60.07412,69.41251,11.5944,12.2932,12.3047,0.0127,0.024,0.028,-0.6988000000000003,-0.0114999999999998,11.321836648515617,12.02060764660822,12.032147032141497
265.0463304,-32.2565295,760811.6,926085.4,227000.8,90.88166,95.54088,94.70038,4.4294,4.2159,5.7425,0.0,0.0,0.0001,0.2134999999999998,-1.5265999999999993,4.156807185965302,3.943372406301071,5.469931530640835
264.9430887,-32.236983,5599.824,3508.97,2552.384,78.97767,72.49875,94.51292,9.7621,10.2696,10.6152,0.0031,0.0045,0.008,-0.5075000000000003,-0.3455999999999992,9.489564056158594,9.997050861942355,10.342634966202208
265.2730867,-32.2474703,25984.56,25503.14,8799.698,80.82751,84.72169,82.27383,8.0958,8.1161,9.2714,0.0007,0.0007,0.002,-0.0202999999999988,-1.1553000000000004,7.823211581862271,7.843515862570026,8.99883058075643
265.006905,-32.2376029,591.4168,332.61260000000004,300.6594,54.74974,61.81032,62.79454,12.2028,12.8277,12.9374,0.0201,0.0404,0.0454,-0.6249000000000002,-0.1097000000000001,11.930265857270498,12.555153257252886,12.664813033892518
264.9186026,-32.2383948,4119.023999999999,2148.356,2135.5,77.1984,71.38577,99.71763,10.0956,10.8023,10.8088,0.0041,0.0072,0.0101,-0.7067000000000014,-0.006499999999999,9.823014193914977,10.529734377234648,10.536251060592893
264.9734052,-32.2381839,823.7912,131.36146000000002,384.472,89.50508,33.13778,65.69319,11.843,13.8364,12.6704,0.0236,0.0548,0.0371,-1.9934,1.1659999999999986,11.570457129067034,13.56383008321955,12.397838207850658
265.0159992,-32.2399008,1215.7648,571.3206,523.8918,66.45663,65.23178,67.07355,11.4205,12.2404,12.3345,0.0119,0.0248,0.0278,-0.8198999999999987,-0.0941000000000009,11.147876087210054,11.967800290955598,12.061895997784609
265.2243278,-32.2482137,10433.592,8095.602000000001,4383.398,78.0363,85.46105,94.07405,9.0865,9.362,10.028,0.0016,0.0023,0.0047,-0.2755000000000009,-0.6660000000000004,8.813915375333963,9.089377127450344,9.75547273714764
264.9193484,-32.2407498,1349.7078,550.0092,705.175,83.84342,67.9375,84.71655,11.307,12.2816,12.0118,0.0135,0.0268,0.0261,-0.9745999999999988,0.2698,11.034400605768198,12.009075115010678,11.739257731978668
265.2339895,-32.2469264,1235.2796,668.4712000000001,569.9966000000001,87.53476,86.32667,78.33532,11.4032,12.0699,12.2429,0.0154,0.028,0.0299,-0.6667000000000005,-0.173,11.130586826671358,11.797293247184914,11.970319337159308
265.2158229,-32.2460271,745.0818,228.4632,459.4472,83.94913,44.6131,74.38697,11.9521,13.2355,12.477,0.0245,0.0424,0.0352,-1.2834000000000003,0.7584999999999997,11.67949011229555,12.962959361239466,12.204410977104919
265.1306414,-32.2447393,616.017,398.7656,220.802,70.43022,72.61699,45.61737,12.1586,12.6308,13.2726,0.0248,0.0396,0.0449,-0.4722000000000008,-0.6417999999999999,11.886018256503228,12.358205784216876,12.999992492834565
264.9812649,-32.2436199,2083.144,1366.6588,1236.638,89.80184,85.52795,107.4784,10.8358,11.2934,11.402,0.0094,0.0136,0.0189,-0.4575999999999993,-0.1085999999999991,10.56320176962917,11.020849744621323,11.129393531062309
264.8999084,-32.2461734,4860.469999999999,3092.31,2167.84,69.88245,70.78233,83.23821,9.9159,10.4069,10.7925,0.0031,0.005,0.0083,-0.4909999999999996,-0.3856000000000001,9.643304332740765,10.13429243780532,10.519931936424221
265.2599212,-32.2528586,686.7364,205.8746,384.4466,76.54465,43.57544,71.30306,12.0406,13.3486,12.6705,0.0242,0.046,0.0403,-1.3079999999999998,0.6780999999999988,11.768024831273554,13.075993079063203,12.397909938979572
265.1276423,-32.2558248,16816.96,14392.99,5835.272,77.35143,78.1187,81.298,8.5682,8.7372,9.7174,0.001,0.0012,0.003,-0.1690000000000004,-0.9802,8.295631272021394,8.464622440868679,9.444847238358491
265.1715016,-32.2544868,3173.466,510.9456,3241.276,67.29649,76.7523,71.46869,10.3787,12.3616,10.3558,0.0046,0.0326,0.0048,-1.982899999999999,2.005799999999999,10.106165375714344,12.089063341040282,10.083209966253555
